taxon,lfc_(Intercept),lfc_GroupPLE,se_(Intercept),se_GroupPLE,W_(Intercept),W_GroupPLE,p_(Intercept),p_GroupPLE,q_(Intercept),q_GroupPLE,diff_(Intercept),diff_GroupPLE,passed_ss_(Intercept),passed_ss_GroupPLE
 s__Streptococcus_vestibularis,0.926180848,-0.569044788,NA,0.254034514,NA,-2.240029435,1,0.029962711,1,1,FALSE,FALSE,FALSE,FALSE
 s__[Streptococcus_GCA_015235655.1],0.811866778,-0.362706074,NA,0.30824381,NA,-1.17668567,1,0.245793866,1,1,FALSE,FALSE,FALSE,FALSE
 s__Other_102,0.572037615,0.036123178,NA,0.242256301,NA,0.149111406,1,0.882346678,1,1,FALSE,FALSE,FALSE,FALSE
 s__Vagococcus_carniphilus,0.812718273,-0.378373909,NA,0.257092884,NA,-1.471740108,1,0.14775577,1,1,FALSE,FALSE,FALSE,FALSE
 s__Vagococcus_fluvialis_A,0.739127644,-0.256488826,NA,0.222370291,NA,-1.153431174,1,0.254565553,1,1,FALSE,FALSE,FALSE,FALSE
 s__Vagococcus_teuberi,0.65920147,-0.131533963,NA,0.266968288,NA,-0.492695081,1,0.624921841,1,1,FALSE,FALSE,FALSE,TRUE
 s__Vagococcus_A_lutrae,0.571525233,0.019036766,NA,0.278694083,NA,0.068307034,1,0.945909039,1,1,FALSE,FALSE,FALSE,FALSE
 s__Vagococcus_D_salmoninarum,0.96246773,-0.570184728,NA,0.258240116,NA,-2.207963415,1,0.031513941,1,1,FALSE,FALSE,FALSE,FALSE
 s__Other_103,0.672945184,-0.205077767,NA,0.252513267,NA,-0.812146506,1,0.420890666,1,1,FALSE,FALSE,FALSE,TRUE
 s__Other_104,0.481407063,0.160267376,NA,0.300252674,NA,0.533775018,1,0.596526647,1,1,FALSE,FALSE,FALSE,FALSE
 s__Other_105,0.834528929,-0.414988101,NA,0.294115425,NA,-1.410970201,1,0.165618071,1,1,FALSE,FALSE,FALSE,FALSE
 s__Paenibacillus_lactis,1.137781822,-0.904168995,NA,0.352230338,NA,-2.566982161,1,0.013654672,1,1,FALSE,FALSE,FALSE,FALSE
 s__Paenibacillus_sp000499205,1.575452313,-1.532193423,NA,0.614688099,NA,-2.492635572,1,0.015779046,1,1,FALSE,FALSE,FALSE,FALSE
 s__Gemella_palaticanis,-0.08852709,1.096435532,NA,0.378101013,NA,2.899848176,1,0.005574275,1,1,FALSE,FALSE,TRUE,TRUE
 s__Salinicoccus_roseus,0.130742084,0.673671851,NA,0.238163533,NA,2.828610422,1,0.006755223,1,1,FALSE,FALSE,TRUE,TRUE
 s__Macrococcus_B_canis,0.255583322,0.625028342,NA,0.291607968,NA,2.14338568,1,0.037919222,1,1,FALSE,FALSE,FALSE,FALSE
 s__Macrococcus_B_caseolyticus,0.096472221,0.701598443,NA,0.296133596,NA,2.369195706,1,0.021364654,1,1,FALSE,FALSE,TRUE,TRUE
 s__Other_106,0.002485909,0.882617265,NA,0.363893626,NA,2.425481521,1,0.019270345,1,1,FALSE,FALSE,TRUE,TRUE
 s__Other_108,0.808553103,-0.336230826,NA,0.587553031,NA,-0.572256135,1,0.569398714,1,1,FALSE,FALSE,TRUE,TRUE
 s__Staphylococcus_equorum,0.426958416,0.238259843,NA,0.328257222,NA,0.725832754,1,0.472507812,1,1,FALSE,FALSE,TRUE,TRUE
 s__Staphylococcus_gallinarum,0.569344139,0.095087028,NA,0.212806232,NA,0.446824452,1,0.658565452,1,1,FALSE,FALSE,FALSE,TRUE
 s__Staphylococcus_pseudintermedius,0.522512995,0.159989375,NA,0.200459177,NA,0.798114494,1,0.432033821,1,1,FALSE,FALSE,FALSE,TRUE
 s__Staphylococcus_saprophyticus,0.53045492,0.082359613,NA,0.253133716,NA,0.325360108,1,0.746741336,1,1,FALSE,FALSE,TRUE,TRUE
 s__Staphylococcus_simulans,0.413734618,0.308656173,NA,0.227984546,NA,1.353846912,1,0.18357924,1,1,FALSE,FALSE,FALSE,TRUE
 s__Staphylococcus_A_sciuri,0.467511418,0.089825791,NA,0.21330059,NA,0.421123029,1,0.677263797,1,1,FALSE,FALSE,FALSE,TRUE
 s__Other_109,0.086203734,0.877544374,NA,0.285524118,NA,3.073450952,1,0.004795224,1,1,FALSE,FALSE,TRUE,TRUE
 s__Ruminiclostridium_josui,0.523677054,0.111756561,NA,0.236179322,NA,0.473185203,1,0.639396158,1,1,FALSE,FALSE,FALSE,TRUE
 s__Clostridium_baratii,0.54185823,0.07902419,NA,0.35585611,NA,0.222067818,1,0.825265858,1,1,FALSE,FALSE,TRUE,TRUE
 s__Clostridium_butyricum,0.264003305,0.496317253,NA,0.209269602,NA,2.371664343,1,0.025397191,1,1,FALSE,FALSE,FALSE,TRUE
 s__Clostridium_celatum,0.594585883,-0.008423792,NA,0.283101917,NA,-0.029755333,1,0.976406555,1,1,FALSE,FALSE,FALSE,FALSE
 s__Clostridium_cuniculi,0.382094389,0.304852634,NA,0.498055236,NA,0.612085993,1,0.543561384,1,1,FALSE,FALSE,TRUE,TRUE
 s__Clostridium_disporicum_A,0.487136854,0.176538174,NA,0.243123254,NA,0.72612624,1,0.472330032,1,1,FALSE,FALSE,FALSE,TRUE
 s__Clostridium_isatidis,-0.197631112,1.195396509,NA,0.333211941,NA,3.587496009,1,0.001483006,1,1,FALSE,FALSE,TRUE,TRUE
 s__Clostridium_neonatale,0.777075034,-0.292767348,NA,0.301255234,NA,-0.971824934,1,0.336009642,1,1,FALSE,FALSE,FALSE,TRUE
 s__Clostridium_paraputrificum,0.301913715,0.458672888,NA,0.466434048,NA,0.983360649,1,0.330260732,1,1,FALSE,FALSE,TRUE,TRUE
 s__Clostridium_saudiense,0.063049349,0.590687973,NA,0.106948085,NA,5.523128119,1,0.002665512,1,1,FALSE,FALSE,FALSE,TRUE
 s__Clostridium_septicum,0.90617665,-0.630269291,NA,0.116536838,NA,-5.408326694,1,0.002922521,1,1,FALSE,FALSE,FALSE,TRUE
 s__Clostridium_sp001916075,NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,FALSE,TRUE
 s__Clostridium_sp900766315,0.550392608,0.034471792,NA,0.103856968,NA,0.331916024,1,0.753414233,1,1,FALSE,FALSE,FALSE,TRUE
 s__Clostridium_tertium,0.525760799,0.085650003,NA,0.113432749,NA,0.755072967,1,0.466065017,1,1,FALSE,FALSE,FALSE,TRUE
 s__Clostridium_thermobutyricum,0.811237553,-0.414694728,NA,0.312573391,NA,-1.32671155,1,0.192128768,1,1,FALSE,FALSE,FALSE,TRUE
 s__Other_110,0.808428398,-0.43864834,NA,0.266423042,NA,-1.646435446,1,0.110470241,1,1,FALSE,FALSE,FALSE,TRUE
 s__[Clostridium_GCA_016902235.1],0.158245382,0.402025032,NA,0.186439661,NA,2.156327844,1,0.050370679,1,1,FALSE,FALSE,TRUE,TRUE
 s__[Clostridium_GCA_016902275.1],0.993520027,-0.655558497,NA,0.377973675,NA,-1.73440253,1,0.094689573,1,1,FALSE,FALSE,TRUE,TRUE
 s__[Clostridium_GCF_015555905.1],0.22155708,0.453537089,NA,0.123443598,NA,3.674043014,1,0.006272795,1,1,FALSE,FALSE,FALSE,TRUE
 s__[Clostridium_GCF_017873235.1],0.550608387,-0.187421009,NA,0.118026437,NA,-1.587957861,1,0.133147457,1,1,FALSE,FALSE,FALSE,TRUE
 s__Clostridium_AH_fallax,0.389240399,0.178000354,NA,0.186600941,NA,0.953909195,1,0.346320462,1,1,FALSE,FALSE,FALSE,TRUE
 s__Clostridium_G_tetani,0.501029577,0.195776728,NA,0.118353663,NA,1.654167044,1,0.142069418,1,1,FALSE,FALSE,FALSE,FALSE
 s__Clostridium_H_novyi,0.446832437,0.086970516,NA,0.110788211,NA,0.785015981,1,0.452612362,1,1,FALSE,FALSE,FALSE,TRUE
 s__Clostridium_H_novyi_A,0.138998666,0.477926694,NA,0.245476048,NA,1.946938195,1,0.060094892,1,1,FALSE,FALSE,TRUE,TRUE
 s__Clostridium_J_ihumii,0.334050772,0.134578986,NA,0.114627411,NA,1.174055886,1,0.25867679,1,1,FALSE,FALSE,FALSE,TRUE
 s__Clostridium_J_sp900547625,0.138187623,0.521616661,NA,0.151670416,NA,3.439145711,1,0.00234174,1,1,FALSE,FALSE,FALSE,TRUE
 s__Clostridium_L_algidicarnis,0.398588305,0.243145991,NA,0.529658117,NA,0.459062145,1,0.648399362,1,1,FALSE,FALSE,TRUE,TRUE
 s__Clostridium_L_putrefaciens,0.105227866,0.743245962,NA,0.166117265,NA,4.47422464,1,0.001545227,1,1,FALSE,FALSE,FALSE,TRUE
 s__Other_112,0.735381887,-0.277927707,NA,0.117289115,NA,-2.369595061,1,0.037178458,1,1,FALSE,FALSE,FALSE,TRUE
 s__Clostridium_P_massiliamazoniense,0.622243389,-0.117608326,NA,0.227088221,NA,-0.517897078,1,0.607532371,1,1,FALSE,FALSE,FALSE,TRUE
 s__Clostridium_P_mediterraneense,0.218744859,0.428814482,NA,0.176455337,NA,2.43015876,1,0.022299418,1,1,FALSE,FALSE,TRUE,TRUE
 s__Clostridium_P_perfringens,0.981121658,-0.611645563,NA,0.5301526,NA,-1.153716049,1,0.253792868,1,1,FALSE,FALSE,FALSE,FALSE
 s__Clostridium_P_ventriculi,NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,FALSE,TRUE
 s__Other_113,0.430534111,0.212310029,NA,0.144250365,NA,1.471816237,1,0.166805152,1,1,FALSE,FALSE,FALSE,TRUE
 s__Dwaynesavagella_sp001655775,0.506610414,0.037305849,NA,0.250396178,NA,0.148987295,1,0.882312279,1,1,FALSE,FALSE,TRUE,TRUE
 s__Other_114,0.319778459,-0.020516374,NA,0.116355529,NA,-0.176324874,1,0.866958036,1,1,FALSE,FALSE,FALSE,TRUE
 s__Anaerotignum_propionicum,0.670559501,-0.246598511,NA,0.149681101,NA,-1.647492631,1,0.115079133,1,1,FALSE,FALSE,FALSE,TRUE
 s__Other_117,0.121978467,0.441159801,NA,0.11724449,NA,3.76273376,1,0.001424937,1,1,FALSE,FALSE,FALSE,TRUE
 s__[Anaerotignum_Elaine_p2_metabat2_high_PE.037.contigs],0.617040611,-0.132965773,NA,0.11983474,NA,-1.109576187,1,0.287285663,1,1,FALSE,FALSE,FALSE,TRUE
 s__Cellulosilyticum_lentocellum,0.335705665,0.319786019,NA,0.120193755,NA,2.660587636,1,0.0178104,1,1,FALSE,FALSE,FALSE,TRUE
 s__Cellulosilyticum_ruminicola,0.435845084,0.284737228,NA,0.109487141,NA,2.600645374,1,0.031586115,1,1,FALSE,FALSE,FALSE,TRUE
 s__Other_119,0.550406306,0.057712784,NA,0.104432236,NA,0.55263381,1,0.592651376,1,1,FALSE,FALSE,FALSE,TRUE
 s__14-2_sp000403845,0.772193592,-0.357577347,NA,0.100217799,NA,-3.56800238,1,0.006043103,1,1,FALSE,FALSE,FALSE,TRUE
 s__1XD42-69_sp014287635,0.598020408,-0.061727991,NA,0.123466211,NA,-0.499958576,1,0.623513766,1,1,FALSE,FALSE,FALSE,TRUE
 s__Acetatifactor_sp900066565,0.219748187,0.560465401,NA,0.231125222,NA,2.42494262,1,0.018820174,1,1,FALSE,FALSE,TRUE,TRUE
 s__Acetivibrio_A_ethanolgignens,0.678424229,-0.137455592,NA,0.163138271,NA,-0.842571098,1,0.406608253,1,1,FALSE,FALSE,FALSE,TRUE
 s__Agathobacter_faecis,0.377888254,0.279515566,NA,0.126717233,NA,2.205821257,1,0.044610688,1,1,FALSE,FALSE,FALSE,TRUE
 s__An181_sp002160325,0.135206755,0.681467731,NA,0.243651918,NA,2.79689049,1,0.007304996,1,1,FALSE,FALSE,TRUE,TRUE
 s__Anaerobutyricum_hallii,0.423620766,0.258211051,NA,0.531722514,NA,0.485612409,1,0.629363271,1,1,FALSE,FALSE,FALSE,TRUE
 s__Other_120,0.506870862,0.084875618,NA,0.177014778,NA,0.479483231,1,0.637067691,1,1,FALSE,FALSE,FALSE,FALSE
 s__Anaerosacchariphilus_sp002160765,0.920973838,-0.686632335,NA,0.225029344,NA,-3.051301322,1,0.004262017,1,1,FALSE,FALSE,FALSE,FALSE
 s__Anaerosacchariphilus_sp002160825,0.743586441,-0.355234126,NA,0.152460255,NA,-2.330011354,1,0.032383404,1,1,FALSE,FALSE,FALSE,TRUE
 s__Anaerosacchariphilus_sp014290175,0.828385486,-0.527371852,NA,0.206410833,NA,-2.554962081,1,0.017702427,1,1,FALSE,FALSE,FALSE,FALSE
 s__Anaerostipes_caccae,0.918668285,-0.523359011,NA,0.313850672,NA,-1.66754147,1,0.1032185,1,1,FALSE,FALSE,FALSE,FALSE
 s__Anaerostipes_hadrus,0.933410536,-0.606622978,NA,0.297595794,NA,-2.038412472,1,0.048329875,1,1,FALSE,FALSE,FALSE,FALSE
 s__Anaerostipes_hadrus_B,1.072138367,-0.830901912,NA,0.26094905,NA,-3.184153808,1,0.002942452,1,1,FALSE,FALSE,FALSE,FALSE
 s__Anaerostipes_rhamnosivorans,0.901128486,-0.595396006,NA,0.277528274,NA,-2.145352607,1,0.039152908,1,1,FALSE,FALSE,FALSE,FALSE
 s__Anaerostipes_sp000508985,0.913669725,-0.577576533,NA,0.270146504,NA,-2.138012241,1,0.039375858,1,1,FALSE,FALSE,FALSE,FALSE
 s__Other_121,0.709902484,-0.267984796,NA,0.249797629,NA,-1.072807604,1,0.29220397,1,1,FALSE,FALSE,FALSE,FALSE
 s__[Anaerostipes_GCF_016586355.1],0.926821143,-0.685070904,NA,0.247739886,NA,-2.765283036,1,0.008818766,1,1,FALSE,FALSE,FALSE,FALSE
 s__Bariatricus_comes,1.311202573,-1.192613639,NA,0.600130196,NA,-1.987258177,1,0.052616236,1,1,FALSE,FALSE,FALSE,FALSE
 s__Blautia_hominis,0.241287802,0.316502926,NA,0.114033874,NA,2.77551675,1,0.039109014,1,1,FALSE,FALSE,FALSE,TRUE
 s__Blautia_sp001304935,0.525500607,-0.046563499,NA,0.195172049,NA,-0.238576675,1,0.813056059,1,1,FALSE,FALSE,FALSE,TRUE
 s__Blautia_sp003287895,0.432687879,0.13200813,NA,0.180387671,NA,0.731802397,1,0.469615001,1,1,FALSE,FALSE,FALSE,TRUE
 s__Blautia_sp900120295,0.457100691,-0.09401672,NA,0.10245174,NA,-0.91766836,1,0.385622651,1,1,FALSE,FALSE,FALSE,TRUE
 s__Blautia_sp900556555,0.175129387,0.355426048,NA,0.161056965,NA,2.206834385,1,0.038062429,1,1,FALSE,FALSE,TRUE,FALSE
 s__Blautia_A_caecimuris,0.553169392,-0.040075176,NA,0.113909823,NA,-0.351814922,1,0.730216202,1,1,FALSE,FALSE,FALSE,TRUE
 s__Blautia_A_hydrogenotrophica,0.018935357,0.378122652,NA,0.121508479,NA,3.111903439,1,0.014403961,1,1,FALSE,FALSE,FALSE,TRUE
 s__Blautia_A_luti,0.431187402,0.205078297,NA,0.194267715,NA,1.055647859,1,0.297310132,1,1,FALSE,FALSE,FALSE,TRUE
 s__Blautia_A_massiliensis,0.500345224,0.119616849,NA,0.333340036,NA,0.358843332,1,0.721086178,1,1,FALSE,FALSE,FALSE,TRUE
 s__Blautia_A_obeum,0.690498055,-0.194288173,NA,0.373664277,NA,-0.519953833,1,0.605825677,1,1,FALSE,FALSE,TRUE,TRUE
 s__Blautia_A_schinkii,0.577750454,0.002330128,NA,0.334245713,NA,0.006971302,1,0.994467897,1,1,FALSE,FALSE,FALSE,FALSE
 s__Blautia_A_schinkii_A,0.363359261,0.379158564,NA,0.341058775,NA,1.111710331,1,0.272167045,1,1,FALSE,FALSE,FALSE,FALSE
 s__Blautia_A_sp000285855,0.591825067,0.006884252,NA,0.299712011,NA,0.022969557,1,0.981801404,1,1,FALSE,FALSE,FALSE,TRUE
 s__Blautia_A_sp002159835,0.48936428,0.178805465,NA,0.551060087,NA,0.324475442,1,0.747151365,1,1,FALSE,FALSE,FALSE,TRUE
 s__Blautia_A_sp900066145,0.476727445,0.148777583,NA,0.336307048,NA,0.442386159,1,0.661011328,1,1,FALSE,FALSE,TRUE,TRUE
 s__Blautia_A_sp900066205,0.474569913,0.217254468,NA,0.269582497,NA,0.805892335,1,0.429336763,1,1,FALSE,FALSE,FALSE,TRUE
 s__Blautia_A_sp900066505,-0.013030645,0.997056059,NA,0.479708303,NA,2.07846321,1,0.04631798,1,1,FALSE,FALSE,TRUE,TRUE
 s__Blautia_A_sp900120195,0.18821078,0.623074484,NA,0.590568872,NA,1.055041187,1,0.298846249,1,1,FALSE,FALSE,TRUE,TRUE
 s__Blautia_A_wexlerae,0.135104298,0.515172847,NA,0.209204288,NA,2.462534843,1,0.018317732,1,1,FALSE,FALSE,TRUE,TRUE
 s__Blautia_A_wexlerae_A,0.543492495,0.085867975,NA,0.211077327,NA,0.40680814,1,0.686857151,1,1,FALSE,FALSE,FALSE,TRUE
 s__Other_123,0.524259896,0.183147958,NA,0.143131611,NA,1.279577279,1,0.247943664,1,1,FALSE,FALSE,FALSE,TRUE
 s__[Blautia_A_Elaine_p2_metabat2_low_PE.007.contigs],0.846243175,-0.488126752,NA,0.296177742,NA,-1.648087221,1,0.121586151,1,1,FALSE,FALSE,FALSE,FALSE
 s__[Blautia_A_Garnier_p2_maxbin2_low_prob.027.contigs],0.564764453,-0.148290321,NA,0.111519066,NA,-1.329730654,1,0.220270273,1,1,FALSE,FALSE,FALSE,TRUE
 s__[Blautia_A_George_p2_metabat2_high_PE.031.contigs],NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,FALSE,TRUE
 s__[Blautia_A_Kenny_p2_metabat2_high_PE.002.contigs],0.786309835,-0.401986883,NA,0.109165081,NA,-3.682376085,1,0.010301558,1,1,FALSE,FALSE,FALSE,TRUE
 s__[Blautia_A_Kit_p2_metabat2_low_PE.055.contigs],0.88358539,-0.503221495,NA,0.204434662,NA,-2.461527272,1,0.019804151,1,1,FALSE,FALSE,FALSE,FALSE
 s__[Blautia_A_Lana_p2_metabat2_low_PE.001.contigs],0.605726527,-0.041868966,NA,0.206901675,NA,-0.202361657,1,0.840840045,1,1,FALSE,FALSE,FALSE,TRUE
 s__[Blautia_A_Mack_p1_metabat2_low_PE.029.contigs],0.827181703,-0.418214903,NA,0.308812541,NA,-1.354267873,1,0.182266508,1,1,FALSE,FALSE,FALSE,FALSE
 s__[Blautia_A_Mack_p2_metabat2_low_PE.015.contigs],0.125457594,0.687508474,NA,0.234763022,NA,2.928521149,1,0.005728407,1,1,FALSE,FALSE,TRUE,TRUE
 s__[Blautia_A_Mummy_p2_maxbin2_low_prob.032.contigs],0.914392494,-0.592126961,NA,0.310860861,NA,-1.904797403,1,0.064820033,1,1,FALSE,FALSE,FALSE,TRUE
 s__[Blautia_A_Oklahoma_p2_maxbin2_low_prob.011.contigs],0.54207758,0.008082511,NA,0.233732033,NA,0.034580243,1,0.972605485,1,1,FALSE,FALSE,TRUE,TRUE
 s__[Blautia_A_Peterbilt_p1_metabat2_high_PE.006.contigs],0.967546188,-0.653715643,NA,0.207811483,NA,-3.145714726,1,0.004378752,1,1,FALSE,FALSE,FALSE,FALSE
 s__[Blautia_A_Pinky_p2_maxbin2_low_prob.005.contigs],0.552278666,0.063207481,NA,0.26894582,NA,0.235019385,1,0.815134782,1,1,FALSE,FALSE,FALSE,TRUE
 s__[Blautia_A_Reeses_p1_metabat2_low_PE.012.contigs],0.83321529,-0.539791385,NA,0.123670969,NA,-4.364738051,1,0.004746031,1,1,FALSE,FALSE,FALSE,TRUE
 s__[Blautia_A_SAMEA103957795_metabat2_low_PE.023.contigs],0.698850069,-0.226216179,NA,0.119143312,NA,-1.898689699,1,0.094157721,1,1,FALSE,FALSE,FALSE,FALSE
 s__[Blautia_A_Scooby_p1_metabat2_low_PE.018.contigs],-0.015217472,0.973529201,NA,0.368160552,NA,2.644306119,1,0.011547591,1,1,FALSE,FALSE,TRUE,TRUE
 s__[Blautia_A_Scooby_p1_metabat2_low_PE.039.contigs],0.174882113,0.592103384,NA,0.239186196,NA,2.475491454,1,0.017049089,1,1,FALSE,FALSE,TRUE,TRUE
 s__[Blautia_A_Scooby_p2_maxbin2_low_prob.008.contigs],-0.051168287,1.010488265,NA,0.348864297,NA,2.89650811,1,0.005625055,1,1,FALSE,FALSE,TRUE,TRUE
 s__[Blautia_A_Scrappy_p2_metabat2_high_PE.032.contigs],0.720103505,-0.201669158,NA,0.215630063,NA,-0.935255296,1,0.355562454,1,1,FALSE,FALSE,FALSE,TRUE
 s__[Blautia_A_Skinner_p2_maxbin2_high_prob.029.contigs],0.720375893,-0.291604489,NA,0.123901475,NA,-2.353519104,1,0.040397432,1,1,FALSE,FALSE,FALSE,TRUE
 s__[Blautia_A_Stewie_p2_metabat2_high_PE.008.contigs],0.275946053,0.306168148,NA,0.196684913,NA,1.556642771,1,0.13164535,1,1,FALSE,FALSE,TRUE,TRUE
 s__Butyrivibrio_A_crossotus,0.573336128,0.019468647,NA,0.138795183,NA,0.140268893,1,0.893923072,1,1,FALSE,FALSE,FALSE,TRUE
 s__CAG-127_sp900319515,0.799772362,-0.347071466,NA,0.262401903,NA,-1.322671302,1,0.191136401,1,1,FALSE,FALSE,FALSE,TRUE
 s__CAG-45_sp000438375,0.796063853,-0.415052647,NA,0.126231485,NA,-3.288027927,1,0.006482961,1,1,FALSE,FALSE,FALSE,TRUE
 s__CAG-791_sp900101015,0.462764675,-0.029394081,NA,0.113660148,NA,-0.258613789,1,0.80031576,1,1,FALSE,FALSE,FALSE,FALSE
 s__CAG-81_sp000435795,0.602456707,-0.05022014,NA,0.352011959,NA,-0.142666006,1,0.887236196,1,1,FALSE,FALSE,FALSE,TRUE
 s__CAG-81_sp900066055,0.149892037,0.664762216,NA,0.245634316,NA,2.706308414,1,0.009513433,1,1,FALSE,FALSE,TRUE,TRUE
 s__CAG-81_sp900066535,1.097369694,-0.777750972,NA,0.429040182,NA,-1.812769538,1,0.075228659,1,1,FALSE,FALSE,FALSE,TRUE
 s__CAG-81_sp900066785,0.995948333,-0.61059969,NA,0.342656014,NA,-1.781961108,1,0.080484798,1,1,FALSE,FALSE,FALSE,FALSE
 s__Other_124,1.009393563,-0.680849951,NA,0.223266166,NA,-3.049499,1,0.004220096,1,1,FALSE,FALSE,FALSE,FALSE
 s__[CAG-81_Garnier_p2_maxbin2_low_prob.042.contigs],0.933305282,-0.546242855,NA,0.270275192,NA,-2.021061758,1,0.049835626,1,1,FALSE,FALSE,FALSE,FALSE
 s__[CAG-81_Scooby_p2_metabat2_high_PE.042.contigs],0.650241864,-0.07733895,NA,0.271351972,NA,-0.285013408,1,0.776744669,1,1,FALSE,FALSE,FALSE,TRUE
 s__CHH4-2_sp002899675,0.617277683,-0.081454842,NA,0.274910307,NA,-0.296296065,1,0.768207233,1,1,FALSE,FALSE,FALSE,TRUE
 s__Catenibacillus_scindens,0.474002521,0.188408972,NA,0.330048074,NA,0.570853117,1,0.570511845,1,1,FALSE,FALSE,FALSE,TRUE
 s__Catonella_morbi,0.635388361,-0.091721736,NA,0.269450707,NA,-0.340402657,1,0.735070135,1,1,FALSE,FALSE,FALSE,TRUE
 s__Clostridium_AP_scindens,0.535198581,0.071249115,NA,0.301499457,NA,0.236315898,1,0.814098469,1,1,FALSE,FALSE,FALSE,TRUE
 s__Clostridium_Q_saccharolyticum_A,0.82508132,-0.365570884,NA,0.305582774,NA,-1.196307236,1,0.236803021,1,1,FALSE,FALSE,FALSE,FALSE
 s__Clostridium_Q_sp000435655,0.954703009,-0.582633846,NA,0.369615993,NA,-1.576322069,1,0.120486032,1,1,FALSE,FALSE,FALSE,TRUE
 s__Clostridium_Q_sp003024715,1.162199954,-0.871235038,NA,0.39365484,NA,-2.21319529,1,0.030902938,1,1,FALSE,FALSE,FALSE,FALSE
 s__Clostridium_Q_symbiosum,1.496689548,-1.408478616,NA,0.478914793,NA,-2.940979556,1,0.004778859,1,1,FALSE,FALSE,FALSE,FALSE
 s__Coprococcus_eutactus,0.737657117,-0.187161858,NA,0.619887289,NA,-0.301928853,1,0.764097336,1,1,FALSE,FALSE,TRUE,TRUE
 s__Coprococcus_eutactus_A,0.47782482,0.190783137,NA,0.373080711,NA,0.511372288,1,0.611973606,1,1,FALSE,FALSE,TRUE,TRUE
 s__Coprococcus_sp000154245,0.576197807,0.02592273,NA,0.305710873,NA,0.084794924,1,0.932818002,1,1,FALSE,FALSE,FALSE,TRUE
 s__Coprococcus_sp900066115,0.617147275,-0.013275792,NA,0.308226697,NA,-0.04307152,1,0.965812716,1,1,FALSE,FALSE,FALSE,FALSE
 s__Other_126,0.358768897,0.271183612,NA,0.231580163,NA,1.171013996,1,0.24997969,1,1,FALSE,FALSE,TRUE,TRUE
 s__Dorea_formicigenerans,0.614379017,-0.163254737,NA,0.140002975,NA,-1.166080488,1,0.256655013,1,1,FALSE,FALSE,FALSE,TRUE
 s__Dorea_A_longicatena,0.292677504,0.331666726,NA,0.224386291,NA,1.478106016,1,0.147410821,1,1,FALSE,FALSE,TRUE,TRUE
 s__Other_127,0.529972403,0.014319089,NA,0.118055381,NA,0.121291285,1,0.906868666,1,1,FALSE,FALSE,FALSE,TRUE
 s__Dorea_B_phocaeensis,0.971157511,-0.623669294,NA,0.38752171,NA,-1.609378978,1,0.114685838,1,1,FALSE,FALSE,FALSE,FALSE
 s__Eisenbergiella_massiliensis,0.740790214,-0.351257195,NA,0.168394759,NA,-2.085915251,1,0.045892597,1,1,FALSE,FALSE,FALSE,FALSE
 s__Eisenbergiella_sp900539715,1.011909893,-0.64560341,NA,0.423080863,NA,-1.525957487,1,0.132750918,1,1,FALSE,FALSE,FALSE,TRUE
 s__Enterocloster_citroniae,0.578780914,-0.184876111,NA,0.163567208,NA,-1.130276137,1,0.276109768,1,1,FALSE,FALSE,FALSE,TRUE
 s__Enterocloster_lavalensis,0.398789514,0.129653498,NA,0.219315183,NA,0.591174294,1,0.561754744,1,1,FALSE,FALSE,TRUE,TRUE
 s__Enterocloster_sp001517625,0.481507696,0.103617931,NA,0.371227487,NA,0.279122466,1,0.781197748,1,1,FALSE,FALSE,FALSE,TRUE
 s__Eubacterium_G_ventriosum,0.846899947,-0.450363305,NA,0.176253157,NA,-2.555207018,1,0.02117906,1,1,FALSE,FALSE,FALSE,FALSE
 s__Eubacterium_I_ramulus,0.698288908,-0.153894628,NA,0.266023689,NA,-0.578499713,1,0.566976408,1,1,FALSE,FALSE,TRUE,TRUE
 s__Eubacterium_J_plexicaudatum,0.434781067,0.278579122,NA,0.163076751,NA,1.708270005,1,0.113300052,1,1,FALSE,FALSE,FALSE,TRUE
 s__Extibacter_hylemonae,1.002859639,-0.722029903,NA,0.193121378,NA,-3.738736291,1,0.001391268,1,1,FALSE,FALSE,FALSE,TRUE
 s__Faecalimonas_sp900550235,0.890548983,-0.490599157,NA,0.261493633,NA,-1.876141882,1,0.068134281,1,1,FALSE,FALSE,FALSE,TRUE
 s__Faecalimonas_sp900551895,0.388929735,0.406641696,NA,0.29433906,NA,1.381541735,1,0.179335696,1,1,FALSE,FALSE,FALSE,TRUE
 s__Faecalimonas_umbilicata,1.268180325,-1.039348407,NA,0.414141983,NA,-2.509642705,1,0.015175688,1,1,FALSE,FALSE,FALSE,FALSE
 s__[Faecalimonas_Bissell_p2_metabat2_high_PE.001.contigs],0.957209218,-0.744547872,NA,0.276345862,NA,-2.694260972,1,0.012422102,1,1,FALSE,FALSE,FALSE,FALSE
 s__[Faecalimonas_Flurry_p2_metabat2_high_PE.001.contigs],0.729436477,-0.344274897,NA,0.209565254,NA,-1.642805233,1,0.116870269,1,1,FALSE,FALSE,FALSE,FALSE
